date,meantemp
2014-01-13,0.244541
2014-01-14,0.271288
2014-01-15,0.183406
2014-01-16,0.192140
2014-01-17,0.183406
2014-01-18,0.198690
2014-01-19,0.259825
2014-01-20,0.263646
2014-01-21,0.231441
2014-01-22,0.282751
2014-01-23,0.294214
2014-01-24,0.240721
2014-01-25,0.175764
2014-01-26,0.256004
2014-01-27,0.324782
2014-01-28,0.324782
2014-01-29,0.271288
2014-01-30,0.259825
2014-01-31,0.267467
2014-02-01,0.244541
2014-02-02,0.282751
2014-02-03,0.379913
2014-02-04,0.393013
2014-02-05,0.336245
2014-02-06,0.382096
2014-02-07,0.416485
2014-02-08,0.233079
2014-02-09,0.210153
2014-02-10,0.202511
2014-02-11,0.225437
2014-02-12,0.221616
2014-02-13,0.282751
2014-02-14,0.213974
2014-02-15,0.194869
2014-02-16,0.229258
2014-02-17,0.278930
2014-02-18,0.282751
2014-02-19,0.278930
2014-02-20,0.309498
2014-02-21,0.340066
2014-02-22,0.324782
2014-02-23,0.320961
2014-02-24,0.317140
2014-02-25,0.370633
2014-02-26,0.389738
2014-02-27,0.385917
2014-02-28,0.294214
2014-03-01,0.310044
2014-03-02,0.309498
2014-03-03,0.362991
2014-03-04,0.389738
2014-03-05,0.393559
2014-03-06,0.378275
2014-03-07,0.382096
2014-03-08,0.424127
2014-03-09,0.489083
2014-03-10,0.427948
2014-03-11,0.449782
2014-03-12,0.427948
2014-03-13,0.397380
2014-03-14,0.416485
2014-03-15,0.477620
2014-03-16,0.523472
2014-03-17,0.618996
2014-03-18,0.576419
2014-03-19,0.481441
2014-03-20,0.473799
2014-03-21,0.504367
2014-03-22,0.580786
2014-03-23,0.512009
2014-03-24,0.500546
2014-03-25,0.569323
2014-03-26,0.584607
2014-03-27,0.534934
2014-03-28,0.563319
2014-03-29,0.607533
2014-03-30,0.554039
2014-03-31,0.554039
2014-04-01,0.576965
2014-04-02,0.634279
2014-04-03,0.580786
2014-04-04,0.606987
2014-04-05,0.653384
2014-04-06,0.737445
2014-04-07,0.649563
2014-04-08,0.603712
2014-04-09,0.603712
2014-04-10,0.622817
2014-04-11,0.676856
2014-04-12,0.706878
2014-04-13,0.638100
2014-04-14,0.661026
2014-04-15,0.703057
2014-04-16,0.645742
2014-04-17,0.622817
2014-04-18,0.557860
2014-04-19,0.599891
2014-04-20,0.641921
2014-04-21,0.672489
2014-04-22,0.714520
2014-04-23,0.706878
2014-04-24,0.714520
2014-04-25,0.752729
2014-04-26,0.779476
2014-04-27,0.752729
2014-04-28,0.779476
2014-04-29,0.798581
2014-04-30,0.832969
2014-05-01,0.882642
2014-05-02,0.867358
2014-05-03,0.787118
2014-05-04,0.790939
2014-05-05,0.725983
2014-05-06,0.720524
2014-05-07,0.787118
2014-05-08,0.775655
2014-05-09,0.748908
2014-05-10,0.733624
2014-05-11,0.722162
2014-05-12,0.672489
2014-05-13,0.588428
2014-05-14,0.638100
2014-05-15,0.718341
2014-05-16,0.768013
2014-05-17,0.729803
2014-05-18,0.779476
2014-05-19,0.806223
2014-05-20,0.768013
2014-05-21,0.825328
2014-05-22,0.832969
2014-05-23,0.875000
2014-05-24,0.779476
2014-05-25,0.779476
2014-05-26,0.737445
2014-05-27,0.790939
2014-05-28,0.844432
2014-05-29,0.894105
2014-05-30,0.829148
2014-05-31,0.875000
2014-06-01,0.817686
2014-06-02,0.817686
2014-06-03,0.882642
2014-06-04,0.894105
2014-06-05,0.943777
2014-06-06,0.962882
2014-06-07,0.993450
2014-06-08,0.966703
2014-06-09,0.974345
2014-06-10,0.955240
2014-06-11,0.966703
2014-06-12,0.821507
2014-06-13,0.741266
2014-06-14,0.748908
2014-06-15,0.852074
2014-06-16,0.928493
2014-06-17,0.943777
2014-06-18,0.852074
2014-06-19,0.909389
2014-06-20,0.978166
2014-06-21,0.943777
2014-06-22,0.871179
2014-06-23,0.798581
2014-06-24,0.825328
2014-06-25,0.802402
2014-06-26,0.810044
2014-06-27,0.878821
2014-06-28,0.882642
2014-06-29,0.825328
2014-06-30,0.794760
2014-07-01,0.775655
2014-07-02,0.718341
2014-07-03,0.699236
2014-07-04,0.776080
2014-07-05,0.877472
2014-07-06,0.752729
2014-07-07,0.855895
2014-07-08,0.886463
2014-07-09,0.917031
2014-07-10,0.920852
2014-07-11,0.936135
2014-07-12,0.913210
2014-07-13,0.783297
2014-07-14,0.806223
2014-07-15,0.829148
2014-07-16,0.813865
2014-07-17,0.756550
2014-07-18,0.649563
2014-07-19,0.729803
2014-07-20,0.760371
2014-07-21,0.798581
2014-07-22,0.783297
2014-07-23,0.752729
2014-07-24,0.748908
2014-07-25,0.756550
2014-07-26,0.810044
2014-07-27,0.786026
2014-07-28,0.733624
2014-07-29,0.741266
2014-07-30,0.790939
2014-07-31,0.810044
2014-08-01,0.832969
2014-08-02,0.737445
2014-08-03,0.779476
2014-08-04,0.748908
2014-08-05,0.725983
2014-08-06,0.798581
2014-08-07,0.768013
2014-08-08,0.764192
2014-08-09,0.710249
2014-08-10,0.687773
2014-08-11,0.768013
2014-08-12,0.798581
2014-08-13,0.798581
2014-08-14,0.745087
2014-08-15,0.768013
2014-08-16,0.746725
2014-08-17,0.775655
2014-08-18,0.790939
2014-08-19,0.825328
2014-08-20,0.832969
2014-08-21,0.810044
2014-08-22,0.825328
2014-08-23,0.829148
2014-08-24,0.829148
2014-08-25,0.852074
2014-08-26,0.859716
2014-08-27,0.851528
2014-08-28,0.722162
2014-08-29,0.745087
2014-08-30,0.691594
2014-08-31,0.661026
2014-09-01,0.716157
2014-09-02,0.710699
2014-09-03,0.691594
2014-09-04,0.668668
2014-09-05,0.626638
2014-09-06,0.687773
2014-09-07,0.764192
2014-09-08,0.771834
2014-09-09,0.764192
2014-09-10,0.695415
2014-09-11,0.628821
2014-09-12,0.687773
2014-09-13,0.714520
2014-09-14,0.706878
2014-09-15,0.722162
2014-09-16,0.752729
2014-09-17,0.752729
2014-09-18,0.748908
2014-09-19,0.764192
2014-09-20,0.768013
2014-09-21,0.748908
2014-09-22,0.752729
2014-09-23,0.764192
2014-09-24,0.722162
2014-09-25,0.733624
2014-09-26,0.733624
2014-09-27,0.748908
2014-09-28,0.741266
2014-09-29,0.748908
2014-09-30,0.752729
2014-10-01,0.746725
2014-10-02,0.745087
2014-10-03,0.748908
2014-10-04,0.764192
2014-10-05,0.752729
2014-10-06,0.752729
2014-10-07,0.764192
2014-10-08,0.695415
2014-10-09,0.661026
2014-10-10,0.645742
2014-10-11,0.602620
2014-10-12,0.611354
2014-10-13,0.661026
2014-10-14,0.565502
2014-10-15,0.565502
2014-10-16,0.519651
2014-10-17,0.580786
2014-10-18,0.550218
2014-10-19,0.542576
2014-10-20,0.573144
2014-10-21,0.599891
2014-10-22,0.603712
2014-10-23,0.588428
2014-10-24,0.596070
2014-10-25,0.588428
2014-10-26,0.584607
2014-10-27,0.576965
2014-10-28,0.584607
2014-10-29,0.573144
2014-10-30,0.546397
2014-10-31,0.531114
2014-11-01,0.504367
2014-11-02,0.515830
2014-11-03,0.531114
2014-11-04,0.538755
2014-11-05,0.512009
2014-11-06,0.519651
2014-11-07,0.550218
2014-11-08,0.546397
2014-11-09,0.554039
2014-11-10,0.469978
2014-11-11,0.405022
2014-11-12,0.416485
2014-11-13,0.382096
2014-11-14,0.378275
2014-11-15,0.385917
2014-11-16,0.374454
2014-11-17,0.359170
2014-11-18,0.355349
2014-11-19,0.351528
2014-11-20,0.439410
2014-11-21,0.374454
2014-11-22,0.424127
2014-11-23,0.340066
2014-11-24,0.332424
2014-11-25,0.320961
2014-11-26,0.416485
2014-11-27,0.370633
2014-11-28,0.408843
2014-11-29,0.435590
2014-11-30,0.420306
2014-12-01,0.427948
2014-12-02,0.469978
2014-12-03,0.580786
2014-12-04,0.466157
2014-12-05,0.359170
2014-12-06,0.374454
2014-12-07,0.343886
2014-12-08,0.336245
2014-12-09,0.283843
2014-12-10,0.473799
2014-12-11,0.416485
2014-12-12,0.351528
2014-12-13,0.305677
2014-12-14,0.332424
2014-12-15,0.324782
2014-12-16,0.359170
2014-12-17,0.210153
2014-12-18,0.175764
2014-12-19,0.175764
2014-12-20,0.160480
2014-12-21,0.106987
2014-12-22,0.103166
2014-12-23,0.110808
2014-12-24,0.118450
2014-12-25,0.099345
2014-12-26,0.145197
2014-12-27,0.133734
2014-12-28,0.091703
2014-12-29,0.156659
2014-12-30,0.171943
2014-12-31,0.194869
2015-01-01,0.267467
2015-01-02,0.271288
2015-01-03,0.278930
2015-01-04,0.248362
2015-01-05,0.244541
2015-01-06,0.183406
2015-01-07,0.110808
2015-01-08,0.122271
2015-01-09,0.141376
2015-01-10,0.156659
2015-01-11,0.152838
2015-01-12,0.141376
2015-01-13,0.191048
2015-01-14,0.183406
2015-01-15,0.194869
2015-01-16,0.213974
2015-01-17,0.229258
2015-01-18,0.213974
2015-01-19,0.236900
2015-01-20,0.225437
2015-01-21,0.221616
2015-01-22,0.202511
2015-01-23,0.263646
2015-01-24,0.194869
2015-01-25,0.221616
2015-01-26,0.236900
2015-01-27,0.221616
2015-01-28,0.174672
2015-01-29,0.168122
2015-01-30,0.206332
2015-01-31,0.236900
2015-02-01,0.275109
2015-02-02,0.347707
2015-02-03,0.328603
2015-02-04,0.263646
2015-02-05,0.263646
2015-02-06,0.278930
2015-02-07,0.301856
2015-02-08,0.324782
2015-02-09,0.332424
2015-02-10,0.298035
2015-02-11,0.305677
2015-02-12,0.290393
2015-02-13,0.343886
2015-02-14,0.408843
2015-02-15,0.393559
2015-02-16,0.447052
2015-02-17,0.462882
2015-02-18,0.466157
2015-02-19,0.512009
2015-02-20,0.512009
2015-02-21,0.485262
2015-02-22,0.493450
2015-02-23,0.473799
2015-02-24,0.515830
2015-02-25,0.523472
2015-02-26,0.427948
2015-02-27,0.405022
2015-02-28,0.466157
2015-03-01,0.347707
2015-03-02,0.351528
2015-03-03,0.313319
2015-03-04,0.328603
2015-03-05,0.389738
2015-03-06,0.427948
2015-03-07,0.378275
2015-03-08,0.412664
2015-03-09,0.370633
2015-03-10,0.359170
2015-03-11,0.374454
2015-03-12,0.443231
2015-03-13,0.469978
2015-03-14,0.473799
2015-03-15,0.355349
2015-03-16,0.423581
2015-03-17,0.454694
2015-03-18,0.435590
2015-03-19,0.462336
2015-03-20,0.504367
2015-03-21,0.576965
2015-03-22,0.584607
2015-03-23,0.573144
2015-03-24,0.603712
2015-03-25,0.630459
2015-03-26,0.687773
2015-03-27,0.653384
2015-03-28,0.641921
2015-03-29,0.580786
2015-03-30,0.534934
2015-03-31,0.588428
2015-04-01,0.624454
2015-04-02,0.694323
2015-04-03,0.565502
2015-04-04,0.458515
2015-04-05,0.537118
2015-04-06,0.580786
2015-04-07,0.542576
2015-04-08,0.599891
2015-04-09,0.611354
2015-04-10,0.645742
2015-04-11,0.680131
2015-04-12,0.561681
2015-04-13,0.573144
2015-04-14,0.618996
2015-04-15,0.661026
2015-04-16,0.588428
2015-04-17,0.676310
2015-04-18,0.737445
2015-04-19,0.798581
2015-04-20,0.821507
2015-04-21,0.787118
2015-04-22,0.756550
2015-04-23,0.756550
2015-04-24,0.768013
2015-04-25,0.748908
2015-04-26,0.695415
2015-04-27,0.737445
2015-04-28,0.764192
2015-04-29,0.771834
2015-04-30,0.813865
2015-05-01,0.771834
2015-05-02,0.737445
2015-05-03,0.764192
2015-05-04,0.760371
2015-05-05,0.798581
2015-05-06,0.859716
2015-05-07,0.899563
2015-05-08,0.859716
2015-05-09,0.890284
2015-05-10,0.890284
2015-05-11,0.855895
2015-05-12,0.829148
2015-05-13,0.664847
2015-05-14,0.722162
2015-05-15,0.687773
2015-05-16,0.733624
2015-05-17,0.832969
2015-05-18,0.897926
2015-05-19,0.779476
2015-05-20,0.829148
2015-05-21,0.905568
2015-05-22,0.924672
2015-05-23,0.959061
2015-05-24,0.917031
2015-05-25,0.970524
2015-05-26,0.894105
2015-05-27,0.848253
2015-05-28,0.878821
2015-05-29,0.890284
2015-05-30,0.802402
2015-05-31,0.863537
2015-06-01,0.714520
2015-06-02,0.783297
2015-06-03,0.691594
2015-06-04,0.790939
2015-06-05,0.813865
2015-06-06,0.836790
2015-06-07,0.886463
2015-06-08,0.932314
2015-06-09,0.966703
2015-06-10,0.936135
2015-06-11,0.905568
2015-06-12,0.913210
2015-06-13,0.768013
2015-06-14,0.641921
2015-06-15,0.764192
2015-06-16,0.806223
2015-06-17,0.852074
2015-06-18,0.890284
2015-06-19,0.913210
2015-06-20,0.829148
2015-06-21,0.745087
2015-06-22,0.798581
2015-06-23,0.779476
2015-06-24,0.955240
2015-06-25,0.630459
2015-06-26,0.768013
2015-06-27,0.813865
2015-06-28,0.863537
2015-06-29,0.768013
2015-06-30,0.760371
2015-07-01,0.794760
2015-07-02,0.848253
2015-07-03,0.825328
2015-07-04,0.859716
2015-07-05,0.908297
2015-07-06,0.668668
2015-07-07,0.676310
2015-07-08,0.771834
2015-07-09,0.722162
2015-07-10,0.630459
2015-07-11,0.596070
2015-07-12,0.596070
2015-07-13,0.729803
2015-07-14,0.760371
2015-07-15,0.836790
2015-07-16,0.787118
2015-07-17,0.756550
2015-07-18,0.718341
2015-07-19,0.737445
2015-07-20,0.706878
2015-07-21,0.775655
2015-07-22,0.802402
2015-07-23,0.798581
2015-07-24,0.794760
2015-07-25,0.759825
2015-07-26,0.733624
2015-07-27,0.722162
2015-07-28,0.718341
2015-07-29,0.687773
2015-07-30,0.703057
2015-07-31,0.703057
2015-08-01,0.680131
2015-08-02,0.722162
2015-08-03,0.779476
2015-08-04,0.716157
2015-08-05,0.721206
2015-08-06,0.718341
2015-08-07,0.710699
2015-08-08,0.699236
2015-08-09,0.653384
2015-08-10,0.745087
2015-08-11,0.683952
2015-08-12,0.756550
2015-08-13,0.794760
2015-08-14,0.760371
2015-08-15,0.687773
2015-08-16,0.691594
2015-08-17,0.756550
2015-08-18,0.706878
2015-08-19,0.771834
2015-08-20,0.756550
2015-08-21,0.714520
2015-08-22,0.741266
2015-08-23,0.729803
2015-08-24,0.756550
2015-08-25,0.794760
2015-08-26,0.794760
2015-08-27,0.810044
2015-08-28,0.794760
2015-08-29,0.802402
2015-08-30,0.813865
2015-08-31,0.790393
2015-09-01,0.798581
2015-09-02,0.790939
2015-09-03,0.783297
2015-09-04,0.794760
2015-09-05,0.760371
2015-09-06,0.771834
2015-09-07,0.779476
2015-09-08,0.783297
2015-09-09,0.764192
2015-09-10,0.771834
2015-09-11,0.756550
2015-09-12,0.799127
2015-09-13,0.798581
2015-09-14,0.790939
2015-09-15,0.825328
2015-09-16,0.806223
2015-09-17,0.775655
2015-09-18,0.764192
2015-09-19,0.752729
2015-09-20,0.707424
2015-09-21,0.737445
2015-09-22,0.741266
2015-09-23,0.691594
2015-09-24,0.680131
2015-09-25,0.687773
2015-09-26,0.710699
2015-09-27,0.694323
2015-09-28,0.680131
2015-09-29,0.703057
2015-09-30,0.703057
2015-10-01,0.676310
2015-10-02,0.681223
2015-10-03,0.733624
2015-10-04,0.703057
2015-10-05,0.699236
2015-10-06,0.683952
2015-10-07,0.691594
2015-10-08,0.683952
2015-10-09,0.687773
2015-10-10,0.687773
2015-10-11,0.689956
2015-10-12,0.710699
2015-10-13,0.718341
2015-10-14,0.676310
2015-10-15,0.657205
2015-10-16,0.668668
2015-10-17,0.672489
2015-10-18,0.637555
2015-10-19,0.676856
2015-10-20,0.663755
2015-10-21,0.626638
2015-10-22,0.573144
2015-10-23,0.550218
2015-10-24,0.576965
2015-10-25,0.622817
2015-10-26,0.599891
2015-10-27,0.573144
2015-10-28,0.454694
2015-10-29,0.492904
2015-10-30,0.500546
2015-10-31,0.500546
2015-11-01,0.515830
2015-11-02,0.531114
2015-11-03,0.550218
2015-11-04,0.542576
2015-11-05,0.492904
2015-11-06,0.515830
2015-11-07,0.485262
2015-11-08,0.485262
2015-11-09,0.481441
2015-11-10,0.512009
2015-11-11,0.485262
2015-11-12,0.485262
2015-11-13,0.500546
2015-11-14,0.500546
2015-11-15,0.504367
2015-11-16,0.485262
2015-11-17,0.424127
2015-11-18,0.382096
2015-11-19,0.382096
2015-11-20,0.382096
2015-11-21,0.389738
2015-11-22,0.385917
2015-11-23,0.336245
2015-11-24,0.382096
2015-11-25,0.408843
2015-11-26,0.427948
2015-11-27,0.382096
2015-11-28,0.389738
2015-11-29,0.370633
2015-11-30,0.412664
2015-12-01,0.405022
2015-12-02,0.370633
2015-12-03,0.355349
2015-12-04,0.355349
2015-12-05,0.351528
2015-12-06,0.340066
2015-12-07,0.355349
2015-12-08,0.379913
2015-12-09,0.378275
2015-12-10,0.397380
2015-12-11,0.343886
2015-12-12,0.221616
2015-12-13,0.210153
2015-12-14,0.221616
2015-12-15,0.217795
2015-12-16,0.213974
2015-12-17,0.191048
2015-12-18,0.210153
2015-12-19,0.194869
2015-12-20,0.175764
2015-12-21,0.202511
2015-12-22,0.183406
2015-12-23,0.198690
2015-12-24,0.160480
2015-12-25,0.168122
2015-12-26,0.206332
2015-12-27,0.286572
2015-12-28,0.340066
2015-12-29,0.317140
2015-12-30,0.290393
2015-12-31,0.275109
2016-01-01,0.266376
2016-01-02,0.244541
2016-01-03,0.256004
2016-01-04,0.298035
2016-01-05,0.300582
2016-01-06,0.347707
2016-01-07,0.340066
2016-01-08,0.290393
2016-01-09,0.301310
2016-01-10,0.294214
2016-01-11,0.298035
2016-01-12,0.366812
2016-01-13,0.374964
2016-01-14,0.292303
2016-01-15,0.213974
2016-01-16,0.232314
2016-01-17,0.244541
2016-01-18,0.222125
2016-01-19,0.194323
2016-01-20,0.185444
2016-01-21,0.189138
2016-01-22,0.175255
2016-01-23,0.257915
2016-01-24,0.158570
2016-01-25,0.173217
2016-01-26,0.261736
2016-01-27,0.354076
2016-01-28,0.331878
2016-01-29,0.414574
2016-01-30,0.432314
2016-01-31,0.347707
2016-02-01,0.300974
2016-02-02,0.283261
2016-02-03,0.217795
2016-02-04,0.316792
2016-02-05,0.203785
2016-02-06,0.285298
2016-02-07,0.294214
2016-02-08,0.339023
2016-02-09,0.359758
2016-02-10,0.370888
2016-02-11,0.418395
2016-02-12,0.403493
2016-02-13,0.338282
2016-02-14,0.355895
2016-02-15,0.354585
2016-02-16,0.373362
2016-02-17,0.388646
2016-02-18,0.411645
2016-02-19,0.524353
2016-02-20,0.538755
2016-02-21,0.458515
2016-02-22,0.458515
2016-02-23,0.471616
2016-02-24,0.479531
2016-02-25,0.506277
2016-02-26,0.513537
2016-02-27,0.513537
2016-02-28,0.519651
2016-02-29,0.546397
2016-03-01,0.578239
2016-03-02,0.578748
2016-03-03,0.611354
2016-03-04,0.651474
2016-03-05,0.548180
2016-03-06,0.513919
2016-03-07,0.541485
2016-03-08,0.532751
2016-03-09,0.550218
2016-03-10,0.597980
